cod_prestacion,Frequency.1,codes,spanish description,english description,comment
2395,1,MUE000264,ESPUTO,,
290,1,300113010000N0000033,FCOHB FRACCIÓN DE CARBOXIHEMOGLOBINA EN HB TOTAL (ARTERIAL),,
1672,1,30030600910000002000,"TC PELVIS, SIN CONTRASTE Y CON CONTRASTE",,
1915,1,30031803340000000000,DRENAJE PERCUTANEO DE ABSCESOS Y COLECCIONES CON CONTROL DE IMAGEN,,
431,1,300113030100N0000127,"HEMOGLOBINAS, BARRIDO DE",,
1695,1,30030600950000001000,"TC PERFUSION CEREBRAL , SIN CONTRASTE",,
2076,1,CCD00102I,FORMAS INMÓVILES (EN LIQUIDO SEMINAL),,
1423,1,30030100031929011000,"RX ESQUELETO PERIFERICO, ROTULA DERECHA/IZQUIERDA, AXIAL 30º- 60º- 90º",,
2315,1,CCD00407N,PATRÓN MICROSCOPICO ANA,,
2759,1,ANT000001,ESTUDIO DE SENSIBILIDAD,,
616,1,300113030211N0000471,IGE ESPECIFICA  CUCARACHA,,
2516,1,300114070100N0000153,PLAQUETAS ACTIVADAS CIRCULANTES CD62 POSITIVAS,,
539,1,300113030204N0000322,IGE ESPECIFICA  LENTEJA,,
2242,1,CCD00295N,ALFA FETOPROTEINA,,
437,1,300113030100N0000133,INMUNOGLOBULINA A1,,
727,1,300113030415N0001677,IGE RECOMBINANTE Cup a1 (Ciprés),,
1617,1,30030600861623201000,"TC OSTEOARTICULAR , CODO DERECHO/IZQUIERDO, SIN CONTRASTE",,
1088,1,300113120200U0001657,FIBRAS MUSCULARES HECES,,
288,1,300113010000N0000031,FOSFATASA ACIDA NO PROSTATICA,,
1224,1,300114010100N0000003,"GRUPO SANGUÍNEO (A, B , O y Rh) INCLUYENDO SÉRICO",,
215,1,0121211031,CARGA VIRAL CITOMEGALOVIRUS METODO PCR CUANT,,
298,1,300113010000N0000045,HIERRO,,
1160,1,300113121000H0001008,LACTATO-DESHIDROGENASA (LDH) EN LIQUIDO PLEURAL,,
792,1,300113040000N0000664,TESTOSTERONA TOTAL,,
173,1,0121209510,AC. ANTI-ECHINOCOCCUS GRANULOSUS METODO HMG,,
2445,1,300113030100K0001635,SUCCINIL ACETONA ORINA,,
2386,1,MUE000137,EXUDADO VAGINAL,,
1453,1,30030100050102300000,"RX CRANEO/CARA, SILLA TURCA",,
1604,1,30030600860707302000,"TC OSTEOARTICULAR , ESCAPULA AMBAS, SIN CONTRASTE Y CON CONTRASTE",,
736,1,300113040000K0000680,ÁCIDO INDOL ACÉTICO 5 HIDROXI,,
1248,1,300114020100N0000029,FACTOR IX,,
1273,1,300114029900N0000070,RESISTENCIA A LA PROTEÍNA C ACTIVADA (RPCa),,
2321,1,CCD00423N,CELULAS GRANDES NO IDENTIFICADAS,,
2420,1,0121207011,AC. ANTI-VIRUS DE LA INMUNODEFICIENCIA HUMANA 1 METODO WB,,
1692,1,30030600932232202000,"TC VASCULAR , SISTEMA VASCULAR ARTERIAL PERIFERICO, SIN CONTRASTE Y CON CONTRASTE",,
2729,1,30030600860707202000,"TC OSTEOARTICULAR , CLAVICULA DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",,
845,1,300113050000N0000721,AC IGG ANTI GANGLIÓSIDO GM3,,
2575,1,0121202020,"HEMOCULTIVO, POR CADA EXTRACCION",,
2089,1,CCD00117N,GH 30 MIN  (EN SANGRE),,
1157,1,300113121000H0001001,ESTUDIO CITOLÓGICO CÉLULAS POLIMORFONUCLEARES EN LIQUIDO PLEURAL,,
1770,1,30030901441928502000,"RM OSTEOARTICULAR , PIE AMBOS, SIN CONTRASTE Y CON CONTRASTE",,
2139,1,CCD00168N,MONOCITOS ABSOLUTOS (EN SANGRE),,
850,1,300113050000N0000726,AC IGM ANTI GANGLIÓSIDO GM2,,
2174,1,CCD00205I,PRUEBA MAR (EN LIQUIDO SEMINAL),,
182,1,0121209601,AC. ANTI-LEPTOSPIRA METODO ELISA,,
374,1,300113020000K0001089,UREA EN 24 HORAS,,
230,1,0121602010,BIOPSIAS O PIEZAS QUIRURGICAS TIPO 1,,
294,1,300113010000N0000039,GASOMETRÍA ARTERIAL,,
2608,1,300113030100N0000120,FACTOR DE NECROSIS TUMORAL (TNFalfa),,
940,1,300113070100N0000808,TOBRAMICINA,,
848,1,300113050000N0000724,AC IGM ANTI GANGLIÓSIDO GD1B,,
2094,1,CCD00124K,GLUCOSA (EN ORINA),,
367,1,300113020000K0001082,MICROALBUMINA EN 24 HORAS,,
632,1,300113030213N0000513,IGE ESPECIFICA  ASPERGILLUS,,
576,1,300113030206N0000401,IGE ESPECIFICA  OVOALBUMINA,,
378,1,300113030100K0000166,CADENA LIGERA LAMBDA ORINA,,
2784,1,CCD00327K,CRISTALES CARBONATO CÁLCICO (EN ORINA),,
2408,1,OTPRPEVOCADOS,POTENCIALES EVOCADOS,,
20,1,0121202160,CULTIVO DE HONGOS,,
477,1,300113030201N0000187,IGE ESPECIFICA AMOXICILINA,,
1300,1,300114040000N0000108,HEMOGLOBINA PLASMÁTICA,,
1628,1,30030600861624301000,"TC OSTEOARTICULAR , MANO DERECHA/IZQUIERDA, SIN CONTRASTE",,
1736,1,30030901420404302000,"RM COLUMNA, RAQUIS CERVICAL, SIN CONTRASTE Y CON CONTRASTE",,
930,1,300113070100N0000795,EVEROLIMUS,,
32,1,0121203042,IDENTIFICACION DE HONGOS (3),,
2259,1,CCD00326K,CILINDROS CELULARES (EN ORINA),,
445,1,300113030100N0000141,INMUNOGLOBULINA G3,,
1391,1,30030100031624906000,"RX ESQUELETO PERIFERICO, MUÑECA DERECHA/IZQUIERDA, AP Y LAT",,
614,1,300113030210N0000469,IGE ESPECIFICA  VESPA CABRO(ABEJORRO),,
427,1,300113030100N0000123,FERRITINA,,
2550,1,30031402271624600000,"RECANALIZACION DE OCLUSIONES: FIBRINOLISIS, MIEMBRO SUPERIOR AMBOS",,
102,1,0121209071,AC. ANTI-VIRUS DEL HERPES SIMPLE TIPO 1 IGG METODO EIA,,
2402,1,OTPRELEC,ELECTROCARDIOGRAMA,,
706,1,300113030407N0001669,IGE RECOMBINANTE Gad c1 (Bacalao),,
1257,1,300114029900N0000041,"ANTITROMBINA III, ACTIVIDAD",,
2284,1,CCD00357N,ANCA MIELOPEROXIDASA (mpo) (EN SANGRE),,
232,1,0121812020,ACIDO FOLICO CON EXTRACCION,,
1914,1,30031803330000000000,DRENAJE COLECCIONES,,
2426,1,0121209141,AC. ANTI-VIRUS HERPES HUMANO 6 IGG METODO EIA,,
1666,1,30030600880000002000,"TC TORACICO -ABDOMINAL , SIN CONTRASTE Y CON CONTRASTE",,
324,1,300113020000K0000064,CALCIO EN UN TIEMPO DETERMINADO,,
467,1,300113030100N0001173,CITRULINA SANGRE,,
554,1,300113030204N0000361,IGE ESPECIFICA  PIÑA,,
774,1,300113040000N0000646,GLOBULINA TRANSPORTADORA DE HORMONAS SEXUALES (SHBG),,
1458,1,30030100081013400000,"DENSITOMETRIA OSEA (DXA), LUMBAR",,
1729,1,30030901410203401000,"RM CABEZA Y CUELLO, GLANDULAS SALIVARES, SIN CONTRASTE",,
1718,1,30030801310000000000,PET-TC DIAGNOSTICO NODULO PULMONAR SOLITARIO,,
2037,1,CCD00054N,CÉLULAS T8 % (EN SANGRE),,
2041,1,CCD00059N,COCIENTE ALBÚMINA/GLOBULINA (EN SANGRE),,
1143,1,300113120900G0000989,PROTEÍNAS TOTALES EN LIQUIDO PERITONEAL,,
2715,1,300114080100N0000166,AMPLIFICACIÓN POR PCR DE HUMTH 01,,
212,1,0121211023,DNA VIRUS HERPES HUMANO 6 METODO PCR,,
1885,1,30031302041928400000,"ARTERIOGRAFIA, MIEMBRO INFERIOR DERECHO/IZQUIERDO",,
2083,1,CCD00111N,FSH 60 MIN (EN SANGRE),,
843,1,300113050000N0000719,AC IGG ANTI GANGLIÓSIDO GM1,,
4,1,0121201070,TINCION DE ZIEHL-NEELSEN Y AFINES,,
574,1,300113030206N0000398,IGE ESPECIFICA  CLARA DE HUEVO,,
1346,1,300214010200N0000232,PLASMA RICO EN PLAQUETAS Y FACTORES DE CRECIMIENTO PLAQUETAR,,
1420,1,30030100031928905000,"RX ESQUELETO PERIFERICO, ROTULA AMBAS, AP Y AXIAL",,
177,1,0121209560,AC. ANTI-HELICOBACTER PYLORI IGG METODO ELISA,,
109,1,0121209100,AC. ANTI-VIRUS DE EPSTEIN-BARR IGM VCA METODO ELISA,,
1533,1,30030400631420900000,"ECOGRAFIA ORGANOS/PARTES BLANDAS, PELVIS",,
584,1,300113030207N0000413,IGE ESPECIFICA  CALAMAR DEL PACIFICO,,
1041,1,300113110000N0000899,ÁCIDO PIRÚVICO (PIRUVATO) SANGRE,,
1123,1,300113120700E0000965,EOSINOFILIA EN LIQUIDO NASAL,,
197,1,01212096652,AC. ANTI-VIRUS INFLUENZA B IGM METODO ELISA,,
583,1,300113030207N0000412,IGE ESPECIFICA  CALAMAR,,
1124,1,300113120800F0000968,ANTICUERPOS ANTI NUCLEARES (ANA) EN LIQUIDO PERICARDICO,,
2518,1,300114070100N0000156,PLAQUETAS INHIBIDAS POR DIVERSOS INHIBIDORES,,
2457,1,300113030204N0000323,IGE ESPECIFICA  LEVADURA,,
798,1,300113040000N0000670,TSH (TIROTROPINA),,
1587,1,30030600830101902000,"TC CARA Y BASE DE CRANEO , PEÑASCO, MASTOIDES Y CAIS , SIN CONTRASTE Y CON CONTRASTE",,
1062,1,300113110000N0001401,COBALTO,,
345,1,300113020000K0000089,POTASIO EN UN TIEMPO DETERMINADO,,
1906,1,30031702970000000000,BAG (BIOPSIA CON AGUJA GRUESA) CON CONTROL DE IMAGEN,,
1747,1,30030901440100301000,"RM OSTEOARTICULAR , ARTICULACION TEMPORO-MANDIBULAR (ATM) ABIERTA-CERRADA, SIN CONTRASTE",,
530,1,300113030204N0000302,IGE ESPECIFICA  ESPINACA,,
1635,1,30030600861725302000,"TC OSTEOARTICULAR , ANTEBRAZO AMBOS, SIN CONTRASTE Y CON CONTRASTE",,
1876,1,30031202020000000000,DIAGNOSTICO POR TELERRADIOLOGIA: NEUROINTERVENCIONISMO NO VASCULAR TERAPEUTICO,,
527,1,300113030204N0000288,IGE ESPECIFICA  CEREZA,,
1821,1,30030901501115601000,"RM ABDOMINAL, PARED ABDOMINAL, SIN CONTRASTE",,
548,1,300113030204N0000347,IGE ESPECIFICA  NUEZ DE NOGAL PACANERO,,
1579,1,30030600830100602000,"TC CARA Y BASE DE CRANEO , BASE DE CRANEO, SIN CONTRASTE Y CON CONTRASTE",,
870,1,300113050000N0000746,AC ANTI PÉPTIDO CITRULINADO,,
1954,1,ANT000095,ETAMBUTOL,,
1754,1,30030901441320102000,"RM OSTEOARTICULAR , PELVIS OSEA, SIN CONTRASTE Y CON CONTRASTE",,
1577,1,30030600830100502000,"TC CARA Y BASE DE CRANEO, ARTICULACION TEMPORO-MANDIBULAR (ATM) DERECHA/IZQUIERDA, SIN/CON CONTRASTE",,
2367,1,CCD00595K,CRISTALES DE OXALATO CÁLCICO MONOHIDRATADO EN ORINA POR IMAGEN,,
2138,1,CCD00167N,MONOCITOS (EN SANGRE),,
207,1,0121210055,ANTÍGENO DE STREPTOCOCCUS PNEUMONIAE,,
195,1,0121209665,AC. ANTI-VIRUS INFLUENZA A IGG METODO ELISA,,
2476,1,300113060000N0001433,TEST TSH TRAS TRH,,
256,1,0888900080,TECNICA DE HOLTER DE PRESION ARTERIAL (MAPA),,
144,1,0121209370,AC BRUCELLA IGM (ELISA),,
788,1,300113040000N0000660,PRO-CALCITONINA,,
2331,1,CCD00434K,AGREGADOS HEMATIES (EN ORINA),,
1571,1,30030500810000000000,INTERCONSULTA: DOPPLER,,
1178,1,300113121200J0001031,URATO EN LIQUIDO SINOVIAL,,
1693,1,30030600932232401000,"TC VASCULAR , SISTEMA VASCULAR VENOSO PERIFERICO, SIN CONTRASTE",,
2647,1,300113030207N0000419,IGE ESPECIFICA  GALLO,,
764,1,300113040000N0000636,CORTISOL 20 HORAS,,
1437,1,30030100041013509000,"RX RAQUIS, RAQUIS LUMBO SACRO, AP, LAT Y FLEXOESTENSION",,
635,1,300113030213N0000520,IGE ESPECIFICA  CLADOSPORIUM,,
257,1,0888900090,PRUEBA DE ESFUERZO (ERGOMETRIA),,
1210,1,300113121400X0001306,AG C125 LÍQUIDOS BIOLÓGICOS S.E,,
822,1,300113050000N0000696,AC ANTI ANTÍGENO Scl-70 (AC ANTI ESCLERODERMIA),,
851,1,300113050000N0000727,AC IGM ANTI GANGLIÓSIDO GM3,,
192,1,0121209662,AC. ANTI-ADENOVIRUS IGG METODO ELISA,,
1811,1,30030901460809801000,"RM TORACICA, PLEXO BRAQUIAL, SIN CONTRASTE",,
1167,1,300113121100I0001014,FRUCTOSA EN LIQUIDO SEMINAL,,
1242,1,300114010200N0000265,COOMBS DIRECTO,,
760,1,300113040000N0000632,CALCITRIOL (1-25 HIDROXICOLECALCIFEROL),,
509,1,300113030203N0001155,"IGE ESPECIFICA  PLUMAS DE PERIQUITO,LORO,CANARIO,PINZON",,
1116,1,300113120600D0001319,MAGNESIO LÍQUIDO DIÁLISIS,,
610,1,300113030210N0000465,IGE ESPECIFICA  APIS (ABEJA),,
2263,1,CCD00332K,CRISTALES DE FOSFATO CÁLCICO (EN ORINA),,
447,1,300113030100N0000143,INMUNOGLOBULINA M (IGM) SANGRE,,
157,1,0121209427,AC. ANTI-TRYPANOSOMA CRUZI IGM METODO IFI,,
654,1,300113030216N0000591,IGE ESPECIFICA  CHENOPODIUM ALBUM,,
1917,1,30031803440000000000,NEFROSTOMIA PERCUTANEA DERECHA/IZQUIERDA,,
567,1,300113030205N0000385,IGE ESPECIFICA  CASEINA,,
1905,1,30031702960000000000,BAG (BIOPSIA CON AGUJA GRUESA) LESION MULTIPLE PALPABLE EN MAMA,,
241,1,0121812310,PEPTIDO C SIN EXTRACCION,,
1202,1,300113121400X0001124,ALBÚMINA LÍQUIDOS BIOLÓGICOS S.E,,
1016,1,300113110000K0001300,PORFIRINAS ORINA 24 HORAS,,
658,1,300113030216N0000602,IGE ESPECIFICA  PLANTAGO LANCEOLATA,,
2719,1,300114080200N0000201,CITOGENÉTICA DE SÍNDROME LINFOPROLIFERATIVO,,
2593,1,01212096613,AC. ANTI-CORYNEBACTERIUM DIPHTERIAE IGG METODO ELISA,,
1133,1,300113120900G0000976,ADENOSINA-DESAMINASA (ADA) EN LIQUIDO PERITONEAL,,
1181,1,300113121200J0001127,FACTOR REUMATOIDE LÍQUIDO SINOVIAL,,
1383,1,30030100031624222000,"RX ESQUELETO PERIFERICO, MANO AMBAS, UNA PROYECCION",,
291,1,300113010000N0000034,FMETHB FRACCIÓN DE METAHEMOGLOBINA EN HB TOTAL (ARTERIAL),,
14,1,0121202075,CULTIVO LEGIONELLA,,
1127,1,300113120800F0000972,ESTUDIO CITOLÓGICO ERITROCITOS EN LIQUIDO PERICARDICO,,
1658,1,30030600861929202000,"TC OSTEOARTICULAR , TIBIA-PERONE DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",,
223,1,0121211071,RNA VIRUS DE LA HEPATITIS D METODO PCR,,
2727,1,30030200210000000000,BIOPSIA INTESTINAL POR SONDAJE NASOGASTRICO,,
2434,1,0121210075,ANTÍGENO DE VIRUS RESPIRATORIO SINCITIAL (VRS),,
2115,1,CCD00145N,INSULINA 30 MIN  (EN SANGRE),,
789,1,300113040000N0000661,PRO-INSULINA,,
2731,1,30030600940000001000,"TC VASCULAR DINAMICO , SIN CONTRASTE",,
1447,1,30030100050101400000,"RX CRANEO/CARA, HENDIDURA ESFINOIDAL",,
1484,1,30030200310000000000,ESOFAGOGRAMA,,
1743,1,30030901422232001000,"RM COLUMNA, RAQUIS COMPLETO, SIN CONTRASTE",,
2085,1,CCD00113K,GAMMA GLOBULINAS (EN ORINA),,
976,1,300113080100N0000837,CROMOGRANINA A,,
802,1,300113040000N0000674,VITAMINA B3 (NIACINA),,
2466,1,300113030213N0000531,IGE ESPECIFICA  STEMPHYLIUM BOTRYOSUM,,
1667,1,30030600890000001000,"TC ABDOMINAL, SIN CONTRASTE",,
2150,1,CCD00179N,NEUTRÓFILOS ABSOLUTOS (EN SANGRE),,
1130,1,300113120800F0001429,RECUENTO LEUCOCITOS LÍQUIDO PERICÁRDICO,,
1745,1,30030901430000001000,"RM MEDULAR COMPLETA, SIN CONTRASTE",,
175,1,0121209546,AG. ASPERGILLUS AG GALACTO MANANO METODO EIA,,
2063,1,CCD00087N,DIÓXIDO DE CARBONO TOTAL (EN SANGRE),,
1721,1,30030801360000000000,PET-TC TUMOR ORIGEN DESCONOCIDO,,
1075,1,300113120200U0000926,GRASAS EN HECES  (VAN DE KAMER),,
382,1,300113030100K0000172,INMUNOFIJACIÓN ORINA,,
403,1,300113030100K0001207,VALINA ORINA,,
449,1,300113030100N0000146,MICROGLOBULINA BETA-2 SANGRE,,
1119,1,300113120600D0001322,B2 MICROGLOBULINA LÍQUIDO DIÁLISIS,,
1924,1,3012340108205013105,"HELICOBACTER PYLORI, DETECCIÓN AG, HECES, ELISA",,
1935,1,ANT000036,AZITROMICINA (2),,
1825,1,30030901510000001000,"RM PELVIS VISCERAL, SIN CONTRASTE",,
713,1,300113030410N0001690,IGE RECOMBINANTE Ves v5 (Avispa),,
1024,1,300113110000N0000881,ERITROPOYETINA,,
2030,1,CCD00047N,CÉLULAS B TOTALES % (EN SANGRE),,
2243,1,CCD00296N,GONADOTROPINA CORIONICA,,
1275,1,300114029900N0000074,TIEMPO DE REPTILASE,,
2137,1,CCD00166N,MIELOCITOS FROTIS (EN SANGRE),,
2270,1,CCD00339K,CILINDROS HIALINOS (EN ORINA),,
1715,1,30030801250000000000,PET-TC CEREBRO DIAGNOSTICO DEMENCIA,,
2710,1,300114029900N0000072,TIEMPO DE LISIS DEL COÁGULO DE LAS EUGLOBINAS (PRUEBA DE VON KAULLA),,
1987,1,CCD00001N,ACTH BASAL (EN SANGRE),,
41,1,0121205030,TEST DE GRAHAM (OXIUROS),,
44,1,0121205040,"PARÁSITOS: ESTUDIO MACROSCÓPICO (HELMINTOS, ARTRÓPODOS)",,
1630,1,30030600861624801000,"TC OSTEOARTICULAR , MUÑECA AMBAS, SIN CONTRASTE",,
1882,1,30031302041624600000,"ARTERIOGRAFIA, MIEMBRO SUPERIOR AMBOS",,
2053,1,CCD00072N,CORTISOL BASAL (EN SANGRE),,
2740,1,30031001700606100000,"ANGIOGRAFIA, ARTERIA CAROTIDA EXTERNA DERECHA/IZQUIERDA",,
1162,1,300113121000H0001010,PROTEÍNAS TOTALES EN LIQUIDO PLEURAL,,
2613,1,300113030100N0001166,ACIDO GLUTÁMICO SANGRE,,
2388,1,MUE000142,EXUDADO OTICO IZQUIERDO,,
783,1,300113040000N0000655,MACROPROLACTINA,,
1434,1,30030100040404321000,"RX RAQUIS, RAQUIS CERVICAL, TRANSORAL",,
2503,1,300114010200N0000254,ANTICUERPOS ANTI ERITROPOYETINA,,
147,1,0121209391,AC. ANTI-SALMONELLA TYPHI H METODO AGLUT.,,
1174,1,300113121200J0001026,ESTUDIO CITOLÓGICO ERITROCITOS EN LIQUIDO SINOVIAL,,
739,1,300113040000K0000683,CATECOLAMINAS FRACCIONADAS,,
514,1,300113030204N0000261,IGE ESPECIFICA  ALUBIA ROJA,,
1856,1,30030901551421101000,"RM ESTADIAJE, PROSTATA, SIN CONTRASTE",,
776,1,300113040000N0000648,GONADOTROPINA CORIÓNICA (BETA HCG),,
1244,1,300114020100N0000025,FACTOR II,,
887,1,300113050000N0000765,ANTI YO,,
333,1,300113020000K0000075,FOSFATO EN UN TIEMPO DETERMINADO,,
2316,1,CCD00413N,RETICULOCITOS ABSOLUTOS,,
2273,1,CCD00344K,CRISTALES DE URATO AMORFO (EN ORINA),,
360,1,300113020000K0001075,CITRATO EN 24 HORAS,,
483,1,300113030201N0001532,IGE ESPECIFICA IBUPROFENO,,
1779,1,30030901441929401000,"RM OSTEOARTICULAR , TOBILLO DERECHO/IZQUIERDO, SIN CONTRASTE",,
1733,1,30030901410504301000,"RM CABEZA Y CUELLO, CUELLO , SIN CONTRASTE",,
1538,1,30030400660000000000,ECOGRAFIA TRASCRANEAL,,
270,1,300113010000N0000013,CALCIO IÓNICO (Ca++),,
937,1,300113070100N0000805,SALICILATOS SANGRE,,
2173,1,CCD00203K,PROTEÍNAS (EN ORINA),,
1627,1,30030600861624202000,"TC OSTEOARTICULAR , MANO AMBAS, SIN CONTRASTE Y CON CONTRASTE",,
148,1,0121209400,AC TOXOPLASMA IGA (ELISA),,
2330,1,CCD00432K,CONTAMINACION FECAL (EN ORINA),,
2544,1,30031402130000000000,EMBOLIZACION TUMORAL,,
726,1,300113030413N0001676,IGE RECOMBINANTE Alt a1 (Alternaria),,
1999,1,CCD00015K,ALFA 1 (EN ORINA),,
1235,1,300114010200N0000012,ANTIGLOBULINA DIRECTA MONOESPECÍFICA  (MONOVALENTE),,
2576,1,0121202210,CULTIVOS CUANTITATIVOS EXCEPTO ORINA,,
1219,1,30011312180010001581,RECUENTO LEUCOCITOS EN LÍQUIDO ASCITICO,,
394,1,300113030100K0001194,GLICINA ORINA,,
1471,1,30030100150000000000,ORTOPANTOMOGRAFIA,,
1223,1,300114010100N0000002,"FENOTIPOS ERITROCITARIOS, OTROS",,
1049,1,300113110000N0001072,FENOTIPO ALFA-1-ANTITRIPSINA,,
2424,1,0121209104,AC. ANTI-ECHOVIRUS METODO FC IGM,,
1054,1,300113110000N0001218,COLINESTERASA FLUORURO,,
872,1,300113050000N0000748,AC ANTI RECEPTOR DE TIROTROPINA (TSH),,
2410,1,OTPRRETI,RETINOGRAFIA,,
2209,1,CCD00247K,COCIENTE PIRIDINOLINAS/CREATININA (EN ORINA),,
259,1,08F3700040,ECOCARDIOGRAMA DOPPLER COLOR,,
379,1,300113030100K0000167,CISTINA,,
1665,1,30030600880000001000,"TC TORACICO -ABDOMINAL , SIN CONTRASTE",,
2225,1,CCD00265U,PRIMERA MUESTRA HECES,,
1713,1,30030701140000002000,"TC PEDIATRICO MIEMBRO INFERIOR BILATERAL , SIN CONTRASTE Y CON CONTRASTE",,
2125,1,CCD00154N,LEUCOCITOS (EN SANGRE),,
1050,1,300113110000N0001073,PRO-PEPTIDO AMINOTERMINAL PROCOLAGENO TIPO I,,
1719,1,30030801330000000000,PET-TC ONCOLOGICO DIAGNOSTICO,,
2181,1,CCD00212N,SODIO EN GASOMETRIA (EN SANGRE),,
1101,1,300113120500C0001411,BETA 2 TRANSFERRINA LÍQUIDO CEFALORRAQUÍDEO,,
1706,1,30030601020000002000,"TC CARDIACO CUANTIFICACION CALCIO , SIN CONTRASTE Y CON CONTRASTE",,
1046,1,300113110000N0000904,TIOPURINA METIL-TRANSFERASA,,
1545,1,30030500720809100000,"DOPPLER ORGANOS/PARTES BLANDAS, MAMA DERECHA/IZQUIERDA",,
1364,1,30030100031319905000,"RX ESQUELETO PERIFERICO, CADERA AMBAS, AP Y AXIAL",,
2213,1,CCD00251K,ANFETAMINA (EN ORINA),,
2325,1,CCD00427I,RECUENTO TOTAL ESPERMATOZOIDES (EN LIQUIDO SEMINAL),,
1645,1,30030600861928501000,"TC OSTEOARTICULAR , PIE AMBOS, SIN CONTRASTE",,
1768,1,30030901441624902000,"RM OSTEOARTICULAR , MUÑECA DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",,
2488,1,300113110000K0001110,ZINC ORINA 24 HORAS,,
1347,1,30030100010707619000,"RX TORACICA, ESTERNON, PA",,
225,1,0121212010,INTRADERMORREACCION,,
2579,1,0121209041,AC. ANTI-CYTOMEGALOVIRUS METODO EIA,,
511,1,300113030204N0000252,IGE ESPECIFICA  AGUACATE,,
1079,1,300113120200U0000931,QUIMOTRIPSINA HECES,,
701,1,300113030404N0001723,IGE RECOMBINANTE RPRU P 4 PROFILIN (MELOCOTÓN) F421,,
1415,1,30030100031928708000,"RX ESQUELETO PERIFERICO, RODILLA AMBAS, AP, LAT, AXIAL",,
2571,1,CCD00440N,GLUCOSA 300 MIN (EN SANGRE),,
1790,1,30030901451320002000,"ARTRO RM, CADERA DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",,
2764,1,CCD00023N,ANGIOTENSINA I (ARP) TRAS DEAMBULACIÓN (EN SANGRE),,
875,1,300113050000N0000751,AC ANTI RETICULINA,,
1740,1,30030901421013402000,"RM COLUMNA, RAQUIS LUMBAR, SIN CONTRASTE Y CON CONTRASTE",,
2730,1,30030600861725402000,"TC OSTEOARTICULAR , ANTEBRAZO DERECHO/IZQUIERDO, SIN CONTRASTE Y CON CONTRASTE",,
2344,1,CCD00533N,SHUNT ESTIMADO (Qs/Qt),,
1921,1,30121010406703219705,"ENTEROVIRUS, DETECCIÓN AC. IGG, SUERO, ELISA",,
577,1,300113030206N0000402,IGE ESPECIFICA  OVOMUCOIDE,,
873,1,300113050000N0000749,AC ANTI RECEPTOR HEPÁTICO (SGP-R),,
406,1,300113030100K0001633,ORNITINA ORINA,,
2230,1,CCD00278N,AC ANTI GLIADINA IgG (EN SANGRE),,
1539,1,30030400670000000000,ECOGRAFIA TRASRECTAL,,
120,1,0121209180,AC. ANTI-VIRUS DE LA PAROTIDITIS IGG METODO ELISA,,
549,1,300113030204N0000348,IGE ESPECIFICA  NUEZ DEL BRASIL,,
266,1,300113010000N0000008,BILIRRUBINA DIRECTA (CONJUGADA),,
1766,1,30030901441624802000,"RM OSTEOARTICULAR , MUÑECA AMBAS, SIN CONTRASTE Y CON CONTRASTE",,
2712,1,300114040000K0000123,HEMOSIDERINA EN ORINA,,
2504,1,300114020100N0000033,"DOSIFICACIÓN DE FACTOR DE COAGULACIÓN, S.E",,
912,1,300113050000N0001706,AC ANTI GLIADINA DEAMINADA IgG,,
1728,1,30030901410202502000,"RM CABEZA Y CUELLO, CEREBRO , SIN CONTRASTE Y CON CONTRASTE",,
1691,1,30030600932232201000,"TC VASCULAR , SISTEMA VASCULAR ARTERIAL PERIFERICO, SIN CONTRASTE",,
2672,1,300113070100N0001273,PRIMIDONA,,
1893,1,30031502392231900000,"FLEBOGRAFIAS, OTRAS ZONAS ANATOMICAS",,
1269,1,300114029900N0000064,"PROTEÍNA C INHIBIDORA DE LA COAGULACIÓN, ACTIVIDAD",,
1422,1,30030100031929005000,"RX ESQUELETO PERIFERICO, ROTULA DERECHA/IZQUIERDA, AP Y AXIAL",,
1410,1,30030100031928506000,"RX ESQUELETO PERIFERICO, PIE AMBOS, AP Y LAT",,
622,1,300113030212N0000486,IGE ESPECIFICA  ANHIDRIDO MALEICO,,
987,1,300113090000N0000857,HLA-B5,,
1333,1,300114080100N0000179,DIAGNÓSTICO MOLECULAR d b-TALASEMIAS (PCR),,
125,1,0121209233,AC. ANTI-VIRUS RESPIRATORIO SINCITIAL IGM METODO EIA,,
128,1,0121209243,AC. ANTI-COXIELLA BURNETII FASE II IGM METODO IFI,,
1684,1,30030600931216802000,"TC VASCULAR , ARTERIA AORTA, SIN CONTRASTE Y CON CONTRASTE",,
2479,1,300113070200K0001150,CRIBAJE DROGAS DE ABUSO (ORINA),,
2777,1,CCD00287N,AC ANTI SSB/La (EN SANGRE),,
1613,1,30030600861420901000,"TC OSTEOARTICULAR , PELVIS, SIN CONTRASTE",,
885,1,300113050000N0000763,ANTI RI,,
1155,1,300113121000H0000998,COLESTEROL EN LIQUIDO PLEURAL,,
1789,1,30030901451319902000,"ARTRO RM, CADERA AMBAS, SIN CONTRASTE Y CON CONTRASTE",,
1928,1,ANT000020,ÁCIDO NALIDÍXICO,,
122,1,0121209202,AC. ANTI-ADENOVIRUS METODO EIA,,
