cie9p,Frequency.3,codes,spanish description,english description,comment
0DBN4ZZ        ,108,Unknown,Unknown,,
0DTS0ZZ        ,108,Unknown,Unknown,,
3E0K7GC        ,108,Unknown,Unknown,,
07.80          ,108,1247,"TIMECTOMIA, N. E. O. M.",,
99.81          ,108,Unknown,Unknown,,
0DQE0ZZ        ,108,Unknown,Unknown,,
0HHU0NZ        ,108,Unknown,Unknown,,
37.64          ,108,Unknown,Unknown,,
07B10ZZ        ,108,Unknown,Unknown,,
0QSP34Z        ,108,Unknown,Unknown,,
47.2           ,108,725,DRENAJE DE ABSCESO APENDICULAR,,
51.93          ,108,Unknown,Unknown,,
16.93          ,108,669,"EXCISION DE LESION DE OJO, ESTRUCTURA NO ESPECIFICADA",,
33.39          ,107,Unknown,Unknown,,
0TQB0ZZ        ,107,Unknown,Unknown,,
BW0CZZZ        ,107,Unknown,Unknown,,
83.11          ,107,1809,AQUILETENOTOMIA,,
79.18          ,107,Unknown,Unknown,,
30.1           ,107,1862,HEMILARINGECTOMIA,,
0QP704Z        ,107,Unknown,Unknown,,
0D9Q3ZZ        ,107,Unknown,Unknown,,
C71L1ZZ        ,106,Unknown,Unknown,,
79.62          ,106,Unknown,Unknown,,
51.79          ,106,Unknown,Unknown,,
BF35YZZ        ,106,Unknown,Unknown,,
78.46          ,106,502,PLASTIA EN ROTULA,,
0FB13ZX        ,106,Unknown,Unknown,,
0UQF7ZZ        ,106,Unknown,Unknown,,
0D9QX0Z        ,106,Unknown,Unknown,,
081X3J3        ,106,Unknown,Unknown,,
BH00ZZZ        ,105,Unknown,Unknown,,
45.92          ,105,1113,ANASTOMOSIS DE INTESTINO DELGADO AL MUÑON RECTAL,,
0SRS019        ,105,Unknown,Unknown,,
16.49          ,105,Unknown,Unknown,,
0DBA0ZZ        ,105,Unknown,Unknown,,
80.50          ,105,67,"ESCISION O DESTRUCCION DE DISCO INTERVERTEBRAL, NO ESPECIFIC",,
0D9680Z        ,105,Unknown,Unknown,,
54.22          ,105,869,BIOPSIA DE PARED ABDOMINAL U OMBLIGO,,
0DBQ7ZZ        ,105,Unknown,Unknown,,
13.2           ,105,484,"EXTRACCION EXTRACAPSULAR CRISTALINO,TECNICA EXTRACCION LINEA",,
87.61          ,105,Unknown,Unknown,,
4A1004G        ,105,Unknown,Unknown,,
0DB67ZX        ,105,Unknown,Unknown,,
0UBC7ZX        ,105,Unknown,Unknown,,
BT42ZZZ        ,105,Unknown,Unknown,,
0PU43JZ        ,105,Unknown,Unknown,,
50.69          ,104,Unknown,Unknown,,
0Q8Q3ZZ        ,104,Unknown,Unknown,,
21.1           ,104,Unknown,Unknown,,
0HBAXZZ        ,104,Unknown,Unknown,,
92.22          ,104,Unknown,Unknown,,
24.2           ,104,1064,GINGIVOPLASTIA,,
05HN33Z        ,104,Unknown,Unknown,,
08SNXZZ        ,104,Unknown,Unknown,,
0VNSXZZ        ,104,Unknown,Unknown,,
11.73          ,104,Unknown,Unknown,,
0PSJ34Z        ,104,Unknown,Unknown,,
0QSR04Z        ,104,Unknown,Unknown,,
35.61          ,103,Unknown,Unknown,,
88.50          ,103,Unknown,Unknown,,
07B20ZZ        ,103,Unknown,Unknown,,
009U3ZZ        ,103,Unknown,Unknown,,
38.06          ,103,Unknown,Unknown,,
79.89          ,103,Unknown,Unknown,,
50.4           ,103,Unknown,Unknown,,
76.43          ,103,1313,OTRA RECONSTRUCCION DE MANDIBULA,,
089230Z        ,103,Unknown,Unknown,,
20.99          ,103,1178,OTRAS OPERACIONES SOBRE EL OIDO MEDIO Y EL OIDO INTERNO,,
38.60          ,103,Unknown,Unknown,,
78.41          ,103,Unknown,Unknown,,
4B02XSZ        ,102,Unknown,Unknown,,
03B10ZZ        ,102,Unknown,Unknown,,
91.16          ,102,Unknown,Unknown,,
0HB6XZX        ,102,Unknown,Unknown,,
48.32          ,102,Unknown,Unknown,,
02BK3ZX        ,102,Unknown,Unknown,,
80.11          ,102,1604,OTRA ARTROTOMIA DE HOMBRO,,
0S9C3ZZ        ,102,Unknown,Unknown,,
0SQD4ZZ        ,102,Unknown,Unknown,,
B345ZZ3        ,102,Unknown,Unknown,,
06LY0ZC        ,102,Unknown,Unknown,,
F07M0ZZ        ,102,Unknown,Unknown,,
59.02          ,102,Unknown,Unknown,,
0QSQ04Z        ,102,Unknown,Unknown,,
40.22          ,102,400,EXCISION DE NODULO LINFATICO MAMARIO INTERNO,,
20.92          ,102,1036,REVISION DE MASTOIDECTOMIA,,
37.77          ,102,Unknown,Unknown,,
71.8           ,102,915,OTRAS OPERACIONES SOBRE VULVA,,
08Q9XZZ        ,101,Unknown,Unknown,,
0VBG0ZZ        ,101,Unknown,Unknown,,
0THB73Z        ,101,Unknown,Unknown,,
0QSB04Z        ,101,Unknown,Unknown,,
44.97          ,101,1903,RETIRADA LAPAROSCOPICA DE DISPOSITIVO GASTRICO RESTRICTIVO ,,
0DBW0ZX        ,101,Unknown,Unknown,,
79.76          ,101,Unknown,Unknown,,
06.09          ,101,408,OTRA INCISION DEL AREA TIROIDEA,,
10903ZU        ,101,Unknown,Unknown,,
13.69          ,101,458,OTRA EXTRACCION DE CATARATA,,
0QB20ZZ        ,101,Unknown,Unknown,,
48.71          ,101,Unknown,Unknown,,
0UDB8ZZ        ,101,Unknown,Unknown,,
3E043NZ        ,101,Unknown,Unknown,,
11.53          ,101,456,REPARAC.DE LACERACION O HERIDA CORNEAL CON COLGAJO CONJUNTIV,,
82.84          ,101,121,REPARACION DE DEDO EN MARTILLO DE LA MANO,,
0UB74ZZ        ,101,Unknown,Unknown,,
0DBS0ZZ        ,101,Unknown,Unknown,,
08RTX7Z        ,101,Unknown,Unknown,,
30243Y0        ,101,Unknown,Unknown,,
08PJ3JZ        ,101,Unknown,Unknown,,
13.64          ,101,852,DISECCION DE MEMBRANA SECUNDARIA (DESPUES DE CATARATA),,
0D1B0ZB        ,100,Unknown,Unknown,,
F07L6ZZ        ,100,Unknown,Unknown,,
96.25          ,100,Unknown,Unknown,,
0MQN4ZZ        ,100,Unknown,Unknown,,
0WPF0JZ        ,100,Unknown,Unknown,,
55.82          ,100,Unknown,Unknown,,
38.81          ,100,1791,OTRA OCLUSION QUIRURGICA DE VASOS INTRACRANEALES,,
0NU00JZ        ,100,Unknown,Unknown,,
46.82          ,100,Unknown,Unknown,,
83.81          ,100,Unknown,Unknown,,
0Q8R3ZZ        ,100,Unknown,Unknown,,
3E033WK        ,100,Unknown,Unknown,,
0HB5XZX        ,100,Unknown,Unknown,,
02WA3MZ        ,100,Unknown,Unknown,,
0TJD8ZZ        ,99,Unknown,Unknown,,
75.61          ,99,Unknown,Unknown,,
16.23          ,99,149,BIOPSIA DE GLOBO Y ORBITA,,
83.12          ,99,1127,TENOTOMIA DE TENDON ADUCTOR DE CADERA,,
45.34          ,99,729,"OTRA ELIMIN.O EXERESIS DE LESION DE INT.DELGADO,SALVO DUODEN",,
0D9Q00Z        ,99,Unknown,Unknown,,
0BBC8ZX        ,99,Unknown,Unknown,,
21.86          ,99,960,RINOPLASTIA LIMITADA,,
0D9W30Z        ,99,Unknown,Unknown,,
20.23          ,99,Unknown,Unknown,,
04.44          ,98,762,LIBERACION DE TUNEL TARSAL,,
44.22          ,98,Unknown,Unknown,,
08.09          ,98,Unknown,Unknown,,
0T9B80Z        ,98,Unknown,Unknown,,
08RSX7Z        ,98,Unknown,Unknown,,
80.95          ,98,1927,OTRA ESCISION DE LA ARTICULACION DE CADERA,,
38.63          ,98,347,OTRA EXCISION DE VASOS DE MIEMBROS SUPERIORES,,
0CTS0ZZ        ,98,Unknown,Unknown,,
58.23          ,98,38,BIOPSIA DE URETRA,,
BB0DZZZ        ,98,Unknown,Unknown,,
BW38Y0Z        ,98,Unknown,Unknown,,
0QSD04Z        ,98,Unknown,Unknown,,
62.2           ,97,1539,EXCISION O DESTRUCCION DE LESION TESTICULAR,,
5A02210        ,97,Unknown,Unknown,,
13.65          ,97,364,EXCISION DE MEMBRANA SECUNDARIA (DESPUES DE CATARATA),,
B226ZZZ        ,97,Unknown,Unknown,,
0BB38ZX        ,97,Unknown,Unknown,,
07T70ZZ        ,97,Unknown,Unknown,,
00.53          ,97,1333,IMPLANTACION O SUSTITUCION DE MARCAPASOS DE RESINCRONIZACION CARDIACA SOLO GENERADOR DE PULSO [CRT-P],,
BH01ZZZ        ,97,Unknown,Unknown,,
0SG00A1        ,97,Unknown,Unknown,,
0SQC4ZZ        ,97,Unknown,Unknown,,
51.13          ,97,Unknown,Unknown,,
10A08ZZ        ,97,Unknown,Unknown,,
84.99          ,97,1640,OTRA OPERACION SOBRE APARATO MUSCULOESQUELETICO NCOC,,
22.31          ,97,Unknown,Unknown,,
0Q8Q0ZZ        ,97,Unknown,Unknown,,
33.21          ,97,Unknown,Unknown,,
0PSP34Z        ,96,Unknown,Unknown,,
GZ72ZZZ        ,96,Unknown,Unknown,,
85.50          ,96,686,"MAMOPLASTIA DE AUMENTO, N. E. O. M.",,
83.76          ,96,Unknown,Unknown,,
0YUA4JZ        ,96,Unknown,Unknown,,
0QBR3ZZ        ,96,Unknown,Unknown,,
02100A8        ,96,Unknown,Unknown,,
00.33          ,96,1330,CIRUGIA ASISTIDA POR ORDENADOR CON RADIOSCOPIA ,,
0UQG8ZZ        ,96,Unknown,Unknown,,
10.99          ,96,1366,OTRA OPERACION SOBRE CONJUNTIVA NCOC,,
82.53          ,96,Unknown,Unknown,,
09BM0ZZ        ,96,Unknown,Unknown,,
081Y3J3        ,96,Unknown,Unknown,,
0YU54JZ        ,96,Unknown,Unknown,,
0SRS0JZ        ,96,Unknown,Unknown,,
39.58          ,96,Unknown,Unknown,,
0VTB0ZZ        ,96,Unknown,Unknown,,
20.51          ,96,1397,EXCISION DE LESION DE OIDO MEDIO,,
0L880ZZ        ,96,Unknown,Unknown,,
0DBE0ZZ        ,96,Unknown,Unknown,,
0NBR0ZZ        ,95,Unknown,Unknown,,
02.94          ,95,Unknown,Unknown,,
03.95          ,95,Unknown,Unknown,,
0MQP4ZZ        ,95,Unknown,Unknown,,
75.92          ,95,1561,EVACUACION DE OTRO HEMATOMA DE VULVA O VAGINA,,
0CBX0Z1        ,95,Unknown,Unknown,,
0GBG0ZZ        ,95,Unknown,Unknown,,
92.03          ,95,Unknown,Unknown,,
0CB90ZZ        ,95,Unknown,Unknown,,
84.65          ,95,953,"INSERCION DE PROTESIS TOTAL DE DISCO INTERVERTEBRAL, LUMBOSACRA ",,
76.01          ,95,Unknown,Unknown,,
BW01ZZZ        ,95,Unknown,Unknown,,
78.01          ,94,Unknown,Unknown,,
80.54          ,94,Unknown,Unknown,,
45.81          ,94,1002,COLECTOMIA TOTAL INTRAABDOMINAL LAPAROSCOPICA,,
0SG00J1        ,94,Unknown,Unknown,,
34.51          ,94,Unknown,Unknown,,
4A103BD        ,94,Unknown,Unknown,,
85.91          ,94,Unknown,Unknown,,
50.25          ,94,1888,ABLACION LAPAROSCOPICA DE LESION O TEJIDO DE HIGADO,,
0SSG04Z        ,94,Unknown,Unknown,,
0T777DZ        ,94,Unknown,Unknown,,
0HBUXZZ        ,94,Unknown,Unknown,,
38.25          ,94,Unknown,Unknown,,
085F3ZZ        ,94,Unknown,Unknown,,
B44GZZZ        ,94,Unknown,Unknown,,
0W9G0ZZ        ,94,Unknown,Unknown,,
54.64          ,94,Unknown,Unknown,,
0VB50ZZ        ,94,Unknown,Unknown,,
0SSB04Z        ,93,Unknown,Unknown,,
0SRD0JA        ,93,Unknown,Unknown,,
82.96          ,93,1627,OTRA INYECC.DE SUST.TERAPEUT.DE ACC.LOCAL EN TEJ.BLANDO MANO,,
0CBXXZ0        ,93,Unknown,Unknown,,
77.94          ,93,Unknown,Unknown,,
0FB10ZZ        ,93,Unknown,Unknown,,
02RG08Z        ,93,Unknown,Unknown,,
F07Z9ZZ        ,93,Unknown,Unknown,,
0S523ZZ        ,93,Unknown,Unknown,,
3E0334Z        ,93,Unknown,Unknown,,
0HBEXZZ        ,93,Unknown,Unknown,,
02.41          ,93,Unknown,Unknown,,
38.87          ,93,Unknown,Unknown,,
0HBDXZZ        ,93,Unknown,Unknown,,
0VB07ZX        ,93,Unknown,Unknown,,
46.80          ,93,Unknown,Unknown,,
B241ZZ3        ,92,Unknown,Unknown,,
DV1098Z        ,92,Unknown,Unknown,,
0CB80ZZ        ,92,Unknown,Unknown,,
10D07Z4        ,92,Unknown,Unknown,,
BQ0MZZZ        ,92,Unknown,Unknown,,
10A07ZZ        ,92,Unknown,Unknown,,
03.39          ,92,Unknown,Unknown,,
66.52          ,92,1056,EXTIRPACION DE TROMPA DE FALOPIO RESTANTE,,
0210093        ,92,Unknown,Unknown,,
0NBS0ZZ        ,92,Unknown,Unknown,,
37.66          ,92,1883,"IMPLANTACION INSERCION DE UN SISTEMA DE ASISTENCIA CARDIACA PULSATIL, IMPLANTABLE",,
07DS3ZX        ,92,Unknown,Unknown,,
32.24          ,92,497,ABLACION PERCUTANEA DE LESION O TEJIDO DE PULMON,,
B3201ZZ        ,92,Unknown,Unknown,,
09B1XZZ        ,92,Unknown,Unknown,,
02713DZ        ,92,Unknown,Unknown,,
BQ0LZZZ        ,92,Unknown,Unknown,,
88.65          ,92,Unknown,Unknown,,
07B10ZX        ,92,Unknown,Unknown,,
96.52          ,91,Unknown,Unknown,,
77.87          ,91,Unknown,Unknown,,
B200YZZ        ,91,Unknown,Unknown,,
00.21          ,91,Unknown,Unknown,,
0W9D30Z        ,91,Unknown,Unknown,,
82.99          ,91,388,"OTRAS OPERACIONES SOBRE MUSCULO, TENDON Y FASCIA DE MANO",,
0D1L0Z4        ,91,Unknown,Unknown,,
BY4DZZZ        ,91,Unknown,Unknown,,
93.42          ,91,Unknown,Unknown,,
0W1G0J4        ,91,Unknown,Unknown,,
00.52          ,90,735,IMPLANTACION O SUSTITUCION DE ELECTRODO DENTRO DEL SISTEMA VENOSO CORONARIO VENTRICULAR IZQUIERDO ,,
0T29X0Z        ,90,Unknown,Unknown,,
79.78          ,90,Unknown,Unknown,,
19.6           ,90,297,REVISION DE TIMPANOPLASTIA,,
22.71          ,90,Unknown,Unknown,,
0W9G00Z        ,90,Unknown,Unknown,,
3E0R33Z        ,90,Unknown,Unknown,,
86.93          ,90,1648,INSERCION DE EXPANSOR DE TEJIDO,,
09B0XZZ        ,90,Unknown,Unknown,,
0CBX0Z0        ,90,Unknown,Unknown,,
77.42          ,90,1907,BIOPSIA DE HUMERO,,
B522YZZ        ,90,Unknown,Unknown,,
49.43          ,90,657,CAUTERIZACION DE HEMORROIDES,,
0DBB8ZX        ,90,Unknown,Unknown,,
97.32          ,90,Unknown,Unknown,,
49.22          ,90,Unknown,Unknown,,
08BR0ZZ        ,90,Unknown,Unknown,,
F07M6ZZ        ,90,Unknown,Unknown,,
0DBH8ZX        ,90,Unknown,Unknown,,
B54CZZ3        ,90,Unknown,Unknown,,
07TD0ZZ        ,89,Unknown,Unknown,,
3E1K88Z        ,89,Unknown,Unknown,,
35.05          ,89,574,SUSTITUCION ENDOVASCULAR DE VALVULA AORTICA,,
0VT90ZZ        ,89,Unknown,Unknown,,
4A0034Z        ,89,Unknown,Unknown,,
0QSC04Z        ,89,Unknown,Unknown,,
0QSG34Z        ,89,Unknown,Unknown,,
3E0C305        ,89,Unknown,Unknown,,
0UL74ZZ        ,89,Unknown,Unknown,,
08PK3JZ        ,89,Unknown,Unknown,,
0UPD7HZ        ,89,Unknown,Unknown,,
4A1104G        ,89,Unknown,Unknown,,
4A0B78Z        ,89,Unknown,Unknown,,
45.15          ,89,Unknown,Unknown,,
0D1B0ZL        ,89,Unknown,Unknown,,
46.99          ,89,Unknown,Unknown,,
0DQ90ZZ        ,89,Unknown,Unknown,,
02PA3MZ        ,88,Unknown,Unknown,,
0DBL0ZZ        ,88,Unknown,Unknown,,
0STP0ZZ        ,88,Unknown,Unknown,,
07B20ZX        ,88,Unknown,Unknown,,
0DB90ZZ        ,88,Unknown,Unknown,,
BN25ZZZ        ,88,Unknown,Unknown,,
05PYX3Z        ,88,Unknown,Unknown,,
67.33          ,88,901,DESTRUCCION DE LESION DE CUELLO UTERINO POR CRIOCIRUGIA,,
69.95          ,88,Unknown,Unknown,,
93.66          ,88,Unknown,Unknown,,
33.99          ,88,1438,OTRAS OPERACIONES SOBRE PULMON,,
0D967ZZ        ,88,Unknown,Unknown,,
0T9770Z        ,88,Unknown,Unknown,,
B4021ZZ        ,88,Unknown,Unknown,,
01.26          ,88,Unknown,Unknown,,
BF13YZZ        ,87,Unknown,Unknown,,
F08Z2ZZ        ,87,Unknown,Unknown,,
BP0LZZZ        ,87,Unknown,Unknown,,
12.33          ,87,Unknown,Unknown,,
0W3G0ZZ        ,87,Unknown,Unknown,,
42.40          ,87,Unknown,Unknown,,
0CB7XZX        ,87,Unknown,Unknown,,
55.99          ,87,1519,OTRA OPERACION SOBRE RIÑON NCOC,,
02UG0JZ        ,87,Unknown,Unknown,,
B33RY0Z        ,87,Unknown,Unknown,,
GZ11ZZZ        ,87,Unknown,Unknown,,
0F7C8ZZ        ,87,Unknown,Unknown,,
0RJJ4ZZ        ,87,Unknown,Unknown,,
41.07          ,87,Unknown,Unknown,,
37.36          ,87,Unknown,Unknown,,
16.09          ,86,1384,OTRA ORBITOTOMIA,,
66.31          ,86,541,OTRA LIGADURA Y APLASTAMIENTO BILATERAL DE TROMPAS DE FALOPI,,
08BQ0ZZ        ,86,Unknown,Unknown,,
BW29ZZZ        ,86,Unknown,Unknown,,
099500Z        ,86,Unknown,Unknown,,
0SB00ZZ        ,86,Unknown,Unknown,,
BF36ZZZ        ,86,Unknown,Unknown,,
42.89          ,86,Unknown,Unknown,,
51.69          ,86,Unknown,Unknown,,
BQ2SZZZ        ,86,Unknown,Unknown,,
64.95          ,86,Unknown,Unknown,,
0JH63WZ        ,86,Unknown,Unknown,,
DPYC7ZZ        ,86,Unknown,Unknown,,
0HBTXZZ        ,86,Unknown,Unknown,,
0BBK3ZX        ,85,Unknown,Unknown,,
0CB0XZZ        ,85,Unknown,Unknown,,
43.0           ,85,1470,GASTROTOMIA,,
38.46          ,85,Unknown,Unknown,,
0QSQ0ZZ        ,85,Unknown,Unknown,,
BP28ZZZ        ,85,Unknown,Unknown,,
0F9C80Z        ,85,Unknown,Unknown,,
40.9           ,85,Unknown,Unknown,,
0WBK0ZZ        ,85,Unknown,Unknown,,
18.21          ,85,Unknown,Unknown,,
0SG1071        ,85,Unknown,Unknown,,
0TSD0ZZ        ,85,Unknown,Unknown,,
05.22          ,85,Unknown,Unknown,,
0W9F0ZZ        ,85,Unknown,Unknown,,
46.32          ,85,1797,YEYUNOSTOMIA PERCUTANEA (ENDOSCOPICA) (PEG),,
38.68          ,85,Unknown,Unknown,,
87.21          ,85,Unknown,Unknown,,
79.22          ,84,Unknown,Unknown,,
BN20YZZ        ,84,Unknown,Unknown,,
08U8X7Z        ,84,Unknown,Unknown,,
43.81          ,84,1472,GASTRECTOMIA PARCIAL CON TRANSPOSICION YEYUNAL,,
GZ51ZZZ        ,84,Unknown,Unknown,,
0QSN34Z        ,84,Unknown,Unknown,,
79.77          ,84,Unknown,Unknown,,
0PSH34Z        ,84,Unknown,Unknown,,
96.22          ,84,1665,DILATACION DEL RECTO,,
78.00          ,84,1582,INJERTO DE HUESO EN SITIO NO ESPECIFICA,,
33.52          ,84,Unknown,Unknown,,
80.75          ,84,268,SINOVECTOMIA DE CADERA,,
57.87          ,84,1527,RECONSTRUCCION DE VEJIGA URINARIA,,
0B9N3ZZ        ,84,Unknown,Unknown,,
0DNE0ZZ        ,84,Unknown,Unknown,,
38.38          ,84,Unknown,Unknown,,
8E09XBZ        ,83,Unknown,Unknown,,
0HBRXZZ        ,83,Unknown,Unknown,,
BQ03ZZZ        ,83,Unknown,Unknown,,
76.62          ,83,1563,OSTEOPLASTIA ABIERTA [OSTEOTOMIA] DE RAMA MANDIBULAR,,
0HSU0ZZ        ,83,Unknown,Unknown,,
0QP604Z        ,83,Unknown,Unknown,,
08UF3JZ        ,83,Unknown,Unknown,,
0Q8R0ZZ        ,83,Unknown,Unknown,,
081Y0J3        ,83,Unknown,Unknown,,
53.7           ,83,1505,"REPARACION DE HERNIA DIAFRAGMATICA, ACCESO ABDOMINAL",,
085E3ZZ        ,83,Unknown,Unknown,,
49.47          ,83,1263,EVACUACION DE HEMORROIDES TROMBOSADAS,,
08SPXZZ        ,83,Unknown,Unknown,,
89.58          ,83,Unknown,Unknown,,
86.98          ,83,1277,INSERCION O SUSTITUCION DE NEUROESTIMULADOR GENERADOR DE PULSOS  RECARGABLE DE DOBLE ELECTRODO,,
0DTE0ZZ        ,83,Unknown,Unknown,,
BQ04ZZZ        ,83,Unknown,Unknown,,
0DB68ZZ        ,83,Unknown,Unknown,,
0Y6D0Z3        ,83,Unknown,Unknown,,
0VBQ4ZZ        ,83,Unknown,Unknown,,
86.24          ,83,Unknown,Unknown,,
87.52          ,83,Unknown,Unknown,,
0QSN0ZZ        ,83,Unknown,Unknown,,
081X0J3        ,83,Unknown,Unknown,,
02100Z8        ,83,Unknown,Unknown,,
64.94          ,83,618,COLOCACION DE PROTESIS EXTERNA DE PENE,,
83.98          ,83,Unknown,Unknown,,
96.45          ,82,Unknown,Unknown,,
0CBW0Z0        ,82,Unknown,Unknown,,
0SB24ZZ        ,82,Unknown,Unknown,,
B40GYZZ        ,82,Unknown,Unknown,,
23.01          ,82,894,EXTRACCION DE DIENTE CADUCO,,
0VQS0ZZ        ,82,Unknown,Unknown,,
69.91          ,82,Unknown,Unknown,,
07B70ZX        ,82,Unknown,Unknown,,
0DNS4ZZ        ,82,Unknown,Unknown,,
11.1           ,82,1879,INCISION DE CORNEA,,
12.97          ,82,Unknown,Unknown,,
42.31          ,82,Unknown,Unknown,,
F07M3FZ        ,81,Unknown,Unknown,,
76.71          ,81,Unknown,Unknown,,
97.86          ,81,1752,EXTRACCION DE OTRO DISPOSITIVO DE ABDOMEN,,
06DR0ZZ        ,81,Unknown,Unknown,,
GZ63ZZZ        ,81,Unknown,Unknown,,
38.23          ,81,Unknown,Unknown,,
0CB40ZZ        ,81,Unknown,Unknown,,
51.39          ,81,Unknown,Unknown,,
065Q3ZZ        ,81,Unknown,Unknown,,
00.73          ,81,1336,"REVISION DE SUSTITUCION DE CADERA, SOLO ALINEADOR ACETABULAR Y/O CABEZA FEMORAL",,
009630Z        ,81,Unknown,Unknown,,
0QQR0ZZ        ,81,Unknown,Unknown,,
B328ZZZ        ,81,Unknown,Unknown,,
0SRB04A        ,81,Unknown,Unknown,,
45.01          ,81,862,INCISION DE DUODENO,,
92.41          ,81,Unknown,Unknown,,
09R90JZ        ,81,Unknown,Unknown,,
08.32          ,81,1356,REP.DE BLEFAROPTOSIS POR TEC.DE M.FRON.CON SUSPENSION FACIAL,,
0DTH0ZZ        ,81,Unknown,Unknown,,
82.02          ,80,Unknown,Unknown,,
02.11          ,80,Unknown,Unknown,,
0HR1X73        ,80,Unknown,Unknown,,
07B53ZX        ,80,Unknown,Unknown,,
97.26          ,80,844,SUSTITUCION DE OTRO TAPON O DRENAJE VAGINAL O VULVAR,,
65.64          ,80,793,EXTIRPACION LAPAROSCOPICA DE OVARIO Y TROMPAS RESTANTES,,
08U9X7Z        ,80,Unknown,Unknown,,
0TP570Z        ,80,Unknown,Unknown,,
0DQ60ZZ        ,80,Unknown,Unknown,,
BT23ZZZ        ,80,Unknown,Unknown,,
57.96          ,80,Unknown,Unknown,,
09.41          ,80,Unknown,Unknown,,
0F9930Z        ,80,Unknown,Unknown,,
0PPJ04Z        ,80,Unknown,Unknown,,
0DBK8ZZ        ,80,Unknown,Unknown,,
0PSB04Z        ,80,Unknown,Unknown,,
80.18          ,79,1299,OTRA ARTROTOMIA DE PIE Y DEDO DE PIE,,
BW2FY0Z        ,79,Unknown,Unknown,,
44.5           ,79,Unknown,Unknown,,
50.19          ,79,Unknown,Unknown,,
0SS904Z        ,79,Unknown,Unknown,,
56.40          ,79,Unknown,Unknown,,
0TQD0ZZ        ,79,Unknown,Unknown,,
00.32          ,79,1125,CIRUGIA ASISTIDA POR ORDENADOR CON RM/MRA,,
96.34          ,79,Unknown,Unknown,,
047L3DZ        ,79,Unknown,Unknown,,
3E0D7GC        ,79,Unknown,Unknown,,
0SRB04Z        ,79,Unknown,Unknown,,
00HU33Z        ,79,Unknown,Unknown,,
81.98          ,79,Unknown,Unknown,,
45.03          ,79,Unknown,Unknown,,
82.43          ,79,Unknown,Unknown,,
07BH0ZX        ,79,Unknown,Unknown,,
BR3CZZZ        ,79,Unknown,Unknown,,
0210493        ,79,Unknown,Unknown,,
BW2GYZZ        ,79,Unknown,Unknown,,
B31R1ZZ        ,78,Unknown,Unknown,,
0TJ58ZZ        ,78,Unknown,Unknown,,
027144Z        ,78,Unknown,Unknown,,
0JBH0ZZ        ,78,Unknown,Unknown,,
21.81          ,78,Unknown,Unknown,,
0PPH04Z        ,78,Unknown,Unknown,,
0DBM8ZZ        ,78,Unknown,Unknown,,
GZ52ZZZ        ,78,Unknown,Unknown,,
13.42          ,78,1079,FACOFRAGMENTACION MECANICA Y ASPIR.DE CATARATA POR RUTA POST,,
08SQ0ZZ        ,78,Unknown,Unknown,,
02HK0JZ        ,78,Unknown,Unknown,,
85.46          ,78,678,MASTECTOMIA RADICAL BILATERAL,,
06.13          ,78,Unknown,Unknown,,
16.82          ,78,Unknown,Unknown,,
BB4CZZZ        ,78,Unknown,Unknown,,
0HBU3ZX        ,78,Unknown,Unknown,,
0T9670Z        ,78,Unknown,Unknown,,
0SG0071        ,78,Unknown,Unknown,,
BF0CYZZ        ,77,Unknown,Unknown,,
0B9P30Z        ,77,Unknown,Unknown,,
42.52          ,77,Unknown,Unknown,,
77.25          ,77,412,OSTEOTOMIA EN CUÑA DE FEMUR,,
86.51          ,77,Unknown,Unknown,,
B317YZZ        ,77,Unknown,Unknown,,
3E1U38Z        ,77,Unknown,Unknown,,
03B00ZZ        ,77,Unknown,Unknown,,
80.39          ,77,1808,BIOPSIA ARTICULAR DE OTROS SITIOS ESPECIFICADOS,,
B2211ZZ        ,77,Unknown,Unknown,,
51.96          ,77,Unknown,Unknown,,
32.01          ,77,Unknown,Unknown,,
B338ZZZ        ,77,Unknown,Unknown,,
84.22          ,77,141,REFIJACION DE DEDO DE MANO,,
0Y6C0Z3        ,77,Unknown,Unknown,,
07BB0ZZ        ,77,Unknown,Unknown,,
0DJW4ZZ        ,76,Unknown,Unknown,,
04CK0ZZ        ,76,Unknown,Unknown,,
0BBG3ZX        ,76,Unknown,Unknown,,
16.99          ,76,1226,OTRAS OPERACIONES SOBRE GLOBO,,
0B938ZX        ,76,Unknown,Unknown,,
11.62          ,76,1328,OTRA QUERATOPLASTIA LAMELAR,,
BB24Y0Z        ,76,Unknown,Unknown,,
0HRKX74        ,76,Unknown,Unknown,,
80.01          ,76,1850,"ARTROTOMIA PARA RETIRADA DE PROTESIS SIN SUSTITUCION, HOMBRO",,
85.25          ,76,Unknown,Unknown,,
BW2F10Z        ,76,Unknown,Unknown,,
F02Z3FZ        ,76,Unknown,Unknown,,
88.24          ,76,Unknown,Unknown,,
08R8XKZ        ,76,Unknown,Unknown,,
0VQTXZZ        ,76,Unknown,Unknown,,
45.00          ,75,Unknown,Unknown,,
0JQ80ZZ        ,75,Unknown,Unknown,,
B31SYZZ        ,75,Unknown,Unknown,,
67.61          ,75,Unknown,Unknown,,
99.86          ,75,Unknown,Unknown,,
43.49          ,75,631,OTRA ELIMINACION DE LESION O TEJIDO DE ESTOMAGO,,
53.11          ,75,1279,OTRA REPARACION Y REPARACION ABIERTA BILATERAL DE HERNIA INGUINAL DIRECTA,,
0LQ20ZZ        ,75,Unknown,Unknown,,
